,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,target
0,4.770056979849442,4.598420127880193,0.5705201337700448,-3.377520365310714,0.35264453036281196,-0.13684662541788425,0.27805514778595325,1.8699470175787694,0.37732769207692096,1.2336922019505532,0
1,-3.8965902165306656,1.4258788571267194,0.09965757897864189,-1.2417577906360555,-1.3072013525719521,0.4864711809472765,0.8257558957836783,0.025242830642658566,0.13358905578786975,-0.3346144958530007,0
2,0.5418375016997145,2.872117576975895,0.09153022031678633,-0.8276093896575522,-0.793904775862475,0.35772705591189813,0.035771833978784535,-0.5165399308524093,-0.02811594141247449,-0.525921483063549,0
3,10.18489309607176,-2.2501795223472687,0.15269737786831236,-1.0659360029483105,1.1935156868733077,-1.7392115742327159,-2.705526935686413,0.33777213997761146,0.5764353234674149,0.5238308504108654,0
4,-1.3144256136618861,2.673825195960471,2.767195613534579,-1.3706866972341616,0.020118783055553445,2.729044305725154,0.21823476733916747,0.19259584315677863,0.6045001409290792,-0.49187865036018796,0
5,2.7762419036543013,-3.092357771949116,-0.19092920529561289,-1.667962811603074,1.5763796044088518,0.7937313075231972,-0.25408484288835514,0.4606814252884131,0.7067823474395759,0.5773702778855015,0
6,-2.7859669593332232,0.2717949304986885,-1.0899310200962242,-0.8599713292297986,-0.6678363459076578,0.3710378218238091,0.18687080228292857,-0.08353459441853253,0.11969011448811209,0.07258072283420103,0
7,0.8257630441888222,-2.2183085560114697,0.7040419397723864,0.11940140033927796,2.4594078545985236,-0.3012777626647703,0.6781291326977388,-0.17141876947574752,0.008652939149540254,-0.44684000215946285,0
8,2.9186541123139698,-2.4490023804491674,-1.2024424215212148,-0.6807825932216628,0.9396009307419747,-0.4240333028774093,-0.3986290722327591,-0.5905863392913892,0.5186639749619542,-0.10491391759147113,0
9,7.6995571780265015,-2.7249978014726204,-2.421884388683321,3.3917335012000445,-0.11550025572447577,0.7175274731793521,0.7168888569533038,1.8346280861491684,0.037886096062326666,0.8510557823962842,0
10,-4.762764120238957,-2.5437867169093242,-0.09219484783882081,1.0002659554477578,-0.5852288405508448,-1.157525564191138,0.373059797227376,0.32083083509116705,0.21147034585694438,-0.40899244050341005,0
11,-0.47537545497020406,-0.9563262581576578,-0.05701185064414059,-0.5611098617775114,-0.870742115149984,-0.20001851474178184,-0.06808384080498842,0.7649908125654353,-0.2950131856155343,0.23041573087700432,0
12,4.0428306512803145,4.096716848845412,5.9676064599538865,4.523094084681244,-1.6660670529141075,-4.267489127210426,2.913639537356498,-0.7147789397631017,-0.281098442083947,1.99594463625492,0
13,-2.552892137214417,-1.7092784107369756,2.924951578385394,1.1160622803682572,-1.3926313236023664,0.23796048360826624,-1.1631159910936888,-0.7658418417151525,-0.4536530829640814,-1.3950267019453484,0
14,4.537984568486899,-2.3051562003022488,-0.85389343265413,1.3023507755858204,-0.5016453672881923,0.7865127463252487,0.9569407650901632,0.4708409051740127,0.22157860291250112,0.0023879009353284745,0
15,2.669613702381583,-1.8569935543679397,-2.144029240700498,1.6543783750577084,0.08063355835038369,-0.5818986896205177,-0.4191576347598793,0.6190730461932271,0.12427831561249696,-0.8205119270791638,0
16,-3.0370707011605176,-2.050596711891829,-0.0442789339246139,0.10410985116397013,0.7248431788667165,-0.13042784013030861,-0.08498781005224472,-0.14856446031225562,-0.42212687113036623,0.6174862713627391,0
17,1.617092764815578,0.015933209189566654,-1.2484559765263277,-0.41369477895684814,1.5176609203211562,0.09479957031656104,0.13149489524863195,-0.43039521767703853,0.3750225719581687,0.003007256782064625,0
18,-2.52557352427422,3.5289353726723744,-1.111072750926763,0.3660518096221113,-0.08327131027443599,0.9190156747991113,-0.3639169886564506,0.10280048574467743,-0.8822082848440912,0.5772351825271181,0
19,3.695325937761732,-0.32956345819613136,1.5649404326778396,-2.5290916577594085,-2.0369759798612743,0.14665656355438975,-0.8024229709698204,-0.1650068980705249,-0.3819237401184738,0.23832344405107528,0
20,-3.988693339198885,3.240512754108879,-1.8644507858150796,0.5997069079974142,-0.31011224922414293,-0.23511831018715343,0.11326353741753828,-0.46672765624997764,0.12321559616953495,0.09527805877501157,0
21,-0.5588620663390308,1.9317453288914561,-1.8389434620552487,-0.5688405346738072,1.6679367652551798,-0.0804977384840951,-0.6005057280667764,0.40695757887269435,-0.6590186332004849,0.4035497010579957,0
22,3.4951616089947946,2.968723177756432,1.5979915551917436,-2.4537155041178282,1.2393931553526634,-0.9265575798735219,1.160672295454854,-0.6896722377318429,-0.613218528414488,-0.9602726192158629,0
23,1.9510011061643877,-1.8585152711291077,-2.2626639499919508,-0.3873918386124141,-0.7527203958933086,-0.4715905283803189,0.6471749451524766,-0.6422324377386467,-0.5535723077723332,-0.07502351322795785,0
24,-2.00399788619318,1.561830547490052,2.908561630935008,1.5544046303327108,0.47219210404388834,0.5833960955542722,-0.22991781333216205,-0.3278474980239539,0.0649737036910315,0.3263016837952141,0
25,0.903008137568868,-0.5383147493767728,-2.3320704495072366,0.8805366781860053,-0.0731498646545089,-0.2655762102283908,-0.7150026802628969,0.10676332876730679,-0.17944386412554614,-0.020115322355963822,0
26,-2.1922983267469838,-0.15328767213361644,1.7220349889924296,-1.6648209467088708,-0.5790919429174974,0.5142202680871215,0.7103247765106396,0.7258039776713957,0.519814508818007,0.06841689670967933,0
